title	query	reason
File:Elevage de chevaux (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201663 (2 of 2).jpg	Elevage de chevaux (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201663, Hanoi, Vietnam	no specific feature found
File:Poivriers. Plantation sous mûrier avec mulch de Tithonia (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101198475 (1 of 2).jpg	Poivriers. Plantation sous mûrier avec mulch de Tithonia (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101198475, Hanoi, Vietnam	no specific feature found
File:Blé de Chine (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119947j (1 of 2).jpg	Blé de Chine (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119947j, Hanoi, Vietnam	no specific feature found
File:Blé de Chine (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119947j (2 of 2).jpg	Blé de Chine (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119947j, Hanoi, Vietnam	no specific feature found
File:Abrasins. Fructification en grappe caractéristique (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120163r (1 of 2).jpg	Abrasins. Fructification en grappe caractéristique (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120163r, Hanoi, Vietnam	no specific feature found
File:Abrasins. Fructification en grappe caractéristique (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120163r (2 of 2).jpg	Abrasins. Fructification en grappe caractéristique (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120163r, Hanoi, Vietnam	no specific feature found
File:Maison des employés indochinois (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120170t (1 of 2).jpg	Maison des employés indochinois (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120170t, Hanoi, Vietnam	no specific feature found
File:Maison des employés indochinois (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120170t (2 of 2).jpg	Maison des employés indochinois (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120170t, Hanoi, Vietnam	no specific feature found
File:Theiers grainiers de race Shan Pakha (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120167j (1 of 2).jpg	Theiers grainiers de race Shan Pakha (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120167j, Hanoi, Vietnam	no specific feature found
File:Theiers grainiers de race Shan Pakha (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120167j (2 of 2).jpg	Theiers grainiers de race Shan Pakha (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120167j, Hanoi, Vietnam	no specific feature found
File:Ramie de Bauméthuot (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201752 (1 of 2).jpg	Ramie de Bauméthuot (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201752, Hanoi, Vietnam	no specific feature found
File:Ramie de Bauméthuot (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201752 (2 of 2).jpg	Ramie de Bauméthuot (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201752, Hanoi, Vietnam	no specific feature found
File:Maison du chef de station et pêchers (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120172q (1 of 2).jpg	Maison du chef de station et pêchers (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120172q, Hanoi, Vietnam	no specific feature found
File:Maison du chef de station et pêchers (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120172q (2 of 2).jpg	Maison du chef de station et pêchers (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120172q, Hanoi, Vietnam	no specific feature found
File:Culture en haie. Theiers issus de semis (2 ans) (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201680 (1 of 2).jpg	Culture en haie. Theiers issus de semis (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201680, Hanoi, Vietnam	no specific feature found
File:Culture en haie. Theiers issus de semis (2 ans) (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201680 (2 of 2).jpg	Culture en haie. Theiers issus de semis (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201680, Hanoi, Vietnam	no specific feature found
File:Pépinière de boutures de feuilles de théier (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120169f (1 of 2).jpg	Pépinière de boutures de feuilles de théier (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120169f, Hanoi, Vietnam	no specific feature found
File:Pépinière de boutures de feuilles de théier (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120169f (2 of 2).jpg	Pépinière de boutures de feuilles de théier (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120169f, Hanoi, Vietnam	no specific feature found
File:Orangers. Plantation de plateau (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120176h (1 of 2).jpg	Orangers. Plantation de plateau (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120176h, Hanoi, Vietnam	no specific feature found
File:Orangers. Plantation de plateau (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120176h (2 of 2).jpg	Orangers. Plantation de plateau (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120176h, Hanoi, Vietnam	no specific feature found
File:Jeune plantation d'abrasins sur ray avec bâtiments de l'huilerie (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120165n (1 of 2).jpg	Jeune plantation d'abrasins sur ray avec bâtiments de l'huilerie (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120165n, Hanoi, Vietnam	no specific feature found
File:Jeune plantation d'abrasins sur ray avec bâtiments de l'huilerie (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120165n (2 of 2).jpg	Jeune plantation d'abrasins sur ray avec bâtiments de l'huilerie (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120165n, Hanoi, Vietnam	no specific feature found
File:Floraison d'abrasins (fleurs mâles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119902n (1 of 2).jpg	Floraison d'abrasins (fleurs mâles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119902n, Hanoi, Vietnam	no specific feature found
File:Floraison d'abrasins (fleurs mâles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119902n (2 of 2).jpg	Floraison d'abrasins (fleurs mâles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119902n, Hanoi, Vietnam	no specific feature found
File:Maison des passagers (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201718 (1 of 2).jpg	Maison des passagers (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201718, Hanoi, Vietnam	no specific feature found
File:Maison des passagers (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201718 (2 of 2).jpg	Maison des passagers (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201718, Hanoi, Vietnam	no specific feature found
File:Từ đường cụ Nguyễn Du.jpg	Từ đường cụ Nguyễn Du, Hanoi, Vietnam	no specific feature found
File:Nhà thờ cụ Nguyễn Du.jpg	Nhà thờ cụ Nguyễn Du, Hanoi, Vietnam	no specific feature found
File:Đền thờ Tô Hiến Thành.jpg	Đền thờ Tô Hiến Thành, Hanoi, Vietnam	no specific feature found
File:Cổng dẫn vào đền thờ Tô Hiến Thành.jpg	Cổng dẫn vào đền thờ Tô Hiến Thành, Hanoi, Vietnam	no specific feature found
File:Mr Nguyen Quy Kinh (1693-1766), Dai Duong teacher of the crown prince, Worshipping house of the Nguyen Kinh family, Tu Liem, Hanoi, 1766 AD, gouache - Vietnam National Museum of Fine Arts - Hanoi, Vietnam - DSC05090.JPG	Mr Nguyen Quy Kinh , Dai Duong teacher of the crown prince, Worshipping house of the Nguyen Kinh family, Tu Liem, Hanoi, AD, gouache - Vietnam National Museum of Fine Arts - Hanoi, Vietnam - DSC05090	no specific feature found
File:Lang Vu Pham Ham.jpg	Lang Vu Pham Ham, Hanoi, Vietnam	no specific feature found
File:Danh sách thi đậu, trường thi Hà Nội, khoa thi năm 1964.png	Danh sách thi đậu, trường thi Hà Nội, khoa thi năm	'danh' is not in the hit's name 'Trường Trung học cơ sở Thị trấn Văn Điển'
File:Tờ trình Thành Thái thứ 2 (1890) của Thị giảng học sĩ sung Hải Phòng Hải Dương sứ Đặng Trần Hanh gửi Kinh lược Bắc kì Hoàng Cao Khải về việc xin thăng hàm Tu soạn cho Vũ Phạm Hàm.jpg	Tờ trình Thành Thái thứ 2 của Thị giảng học sĩ sung Hải Phòng Hải Dương sứ Đặng Trần Hanh gửi Kinh lược Bắc kì Hoàng Cao Khải về việc xin thăng hàm Tu soạn cho Vũ Phạm Hàm, Hanoi, Vietnam	no specific feature found
File:Confucian scholar Nguyen Sieu giving lecture, Hanoi City, 1853 AD, gouache on paper - Vietnam National Museum of Fine Arts - Hanoi, Vietnam - DSC05087.JPG	Confucian scholar Nguyen Sieu giving lecture, Hanoi City, AD, gouache on paper - Vietnam National Museum of Fine Arts - Hanoi, Vietnam - DSC05087	no specific feature found
File:Ho–Sainteny agreement, March 6, 1946.jpg	Ho–Sainteny agreement, March 6, Hanoi, Vietnam	no specific feature found
File:Truong Chinh, Le Duan, Nicolae og Elena Ceausescu.jpeg	Truong Chinh, Le Duan, Nicolae og Elena Ceausescu, Hanoi, Vietnam	stated locality 'Le Duan' not in the hit's address
File:Le Duan & Le Duc Tho 1949.jpg	Le Duan & Le Duc Tho, Hanoi, Vietnam	no specific feature found
File:Ông Trịnh Văn Bô (1914 - 1988) và vợ Hoàng Thị Minh Hồ.jpg	Ông Trịnh Văn Bô ( - ) và vợ Hoàng Thị Minh Hồ, Hanoi, Vietnam	no specific feature found
File:Memorial in honour of Ho Chi Minh in the Hanoi old quarter (30645905113).jpg	Memorial in honour of Ho Chi Minh in the Hanoi old quarter	no specific feature found
File:National Museum Vietnamese History 49.jpg	National Museum Vietnamese History 49, Hanoi, Vietnam	no specific feature found
File:Stele commemorating the founding of Linh Xung pagoda by Ly Thuong Kiet, Thanh Hoa province, 7th year of the Thien Phu Due Vo reign (1126 AD), stone - National Museum of Vietnamese History - Hanoi, Vietnam - DSC05540.JPG	Stele commemorating the founding of Linh Xung pagoda by Ly Thuong Kiet, Thanh Hoa province, 7th year of the Thien Phu Due Vo reign , stone - National Museum of Vietnamese History - Hanoi, Vietnam - DSC05540	a road is not a site (highway/bus_stop)
File:President Ho Chi Minh with some members of the Resistance Government in Việt Bắc, 1948.jpg	President Ho Chi Minh with some members of the Resistance Government in Việt Bắc, Hanoi, Vietnam	no specific feature found
File:Một số nhân viên trong ban sáng lập Hội Bắc Kỳ Phật Giáo, chụp tại chùa Quán Sứ cũ năm 1936.jpg	Một số nhân viên trong ban sáng lập Hội Bắc Kỳ Phật Giáo, chụp tại chùa Quán Sứ cũ năm, Hanoi, Vietnam	no specific feature found
File:The Party Secretary of Da Nang, Mr. Truong Quang Nghia calling on the President, Shri Ram Nath Kovind, at Da Nang, in Vietnam on November 18, 2018.JPG	The Party Secretary of Da Nang, Mr. Truong Quang Nghia calling on the President, Shri Ram Nath Kovind, at Da Nang, in Vietnam on November 18, Hanoi, Vietnam	no specific feature found
File:Mr. Truong Quang Nghia.jpg	Mr. Truong Quang Nghia, Hanoi, Vietnam	no specific feature found
File:Đoàn đưa tang cụ Nguyễn Duy-Đạt đi qua phố Cửa Nam.webp	Đoàn đưa tang cụ Nguyễn Duy-Đạt đi qua phố Cửa Nam, Hanoi, Vietnam	no specific feature found
File:VA066440 Secretary of Defence Tran Toung Duong with Colonel Le Van Kim.jpg	VA066440 Secretary of Defence Tran Toung Duong with Colonel Le Van Kim, Hanoi, Vietnam	no specific feature found
File:Nghị định của Thống sứ Bắc Kỳ v-v truy phong cho Cao Đắc Minh (Ngày 15 tháng 01 năm 1919).jpg	Nghị định của Thống sứ Bắc Kỳ v-v truy phong cho Cao Đắc Minh (Ngày 15 tháng 01 năm ), Hanoi, Vietnam	no specific feature found
File:Mr. Mai Thanh Các (枚青閣) and Mr. Hồ Đắc Trung (胡得忠).jpg	Mr. Mai Thanh Các (枚青閣) and Mr. Hồ Đắc Trung (胡得忠), Hanoi, Vietnam	no specific feature found
File:Bằng-cấp cho ông Mai-thanh-Các được thăng thưởng chức Hàn-Lâm-Viện cung-phụng.jpg	Bằng-cấp cho ông Mai-thanh-Các được thăng thưởng chức Hàn-Lâm-Viện cung-phụng, Hanoi, Vietnam	no specific feature found
File:Bronze crescent from a temple in Hue, Central Viet-Nam, unpacked for the Vietnamese cultural exhibit at the Smithsonian Institution.png	Bronze crescent from a temple in Hue, Central Viet-Nam, unpacked for the Vietnamese cultural exhibit at the Smithsonian Institution, Hanoi, Vietnam	no specific feature found
File:Girl in Market Stall - Old Quarter - Hanoi - Vietnam (48071365007).jpg	Girl in Market Stall - Old Quarter - Hanoi - Vietnam	no specific feature found
File:Ha Noi Pagoda- - Ven Dr Sumedh Thero.jpg	Ha Noi Pagoda- - Ven Dr Sumedh Thero	no specific feature found
File:Lang mo cu Nguyen Van Giap.jpg	Lang mo cu Nguyen Van Giap, Hanoi, Vietnam	no specific feature found
File:Portrait photograph of Duong Thieu Chi.jpg	Portrait photograph of Duong Thieu Chi, Hanoi, Vietnam	no specific feature found
File:Family of Duong Tu Phan.jpg	Family of Duong Tu Phan, Hanoi, Vietnam	no specific feature found
File:Portrait of Duong Tu Phan.jpg	Portrait of Duong Tu Phan, Hanoi, Vietnam	no specific feature found
File:Portrait of Duong Tu Phan (cropped).jpg	Portrait of Duong Tu Phan (cropped), Hanoi, Vietnam	no specific feature found
File:Tranh Đông Hồ vẽ Phù Đổng Thiên Vương.jpg	Tranh Đông Hồ vẽ Phù Đổng Thiên Vương, Hanoi, Vietnam	no specific feature found
File:Quan Tuần phủ Phú Thọ BÙI THỆN CĂN và phu nhân.jpg	Quan Tuần phủ Phú Thọ BÙI THỆN CĂN và phu nhân, Hanoi, Vietnam	no specific feature found
File:Rush hour on Trần Duy Hưng Street 11-03-2026 E07.jpg	Rush hour on Trần Duy Hưng Street 11-03- E07, Hanoi, Vietnam	no specific feature found
File:Xích lô hoa-Phố hoa HN.JPG	Xích lô hoa-Phố hoa HN, Hanoi, Vietnam	no specific feature found
File:Pho quay.JPG	Pho quay, Hanoi, Vietnam	no specific feature found
File:Pho Ha Noi.jpg	Pho Ha Noi	title names no place (generic words only)
File:Nem chua nuong.JPG	Nem chua nuong, Hanoi, Vietnam	no specific feature found
File:Phở bò, Cầu Giấy, Hà Nội.jpg	Phở bò, Cầu Giấy, Hà Nội	one-word title matched to a shop or restaurant
File:Dog meat for sale in a market in Hanoi, Vietnam (6827793370).jpg	Dog meat for sale in a market in Hanoi, Vietnam	no specific feature found
File:Detail of Dried Fish in Market - Old Quarter - Hanoi - Vietnam (48084831601).jpg	Detail of Dried Fish in Market - Old Quarter - Hanoi - Vietnam	no specific feature found
File:Street food in Hanoi.jpg	Street food in Hanoi	no specific feature found
File:Gebratene Pho Hanoi (3174099614).jpg	Gebratene Pho Hanoi	no specific feature found
File:Pho quay (cropped).JPG	Pho quay (cropped), Hanoi, Vietnam	no specific feature found
File:Dog meat for sale in a market in Hanoi, Vietnam (6827793370) (cropped).jpg	Dog meat for sale in a market in Hanoi, Vietnam (cropped)	no specific feature found
File:Van Mieu-Quoc Tu Giam12.JPG	Van Mieu-Quoc Tu Giam12, Hanoi, Vietnam	no specific feature found
File:Van Mieu-Quoc Tu Giam15.JPG	Van Mieu-Quoc Tu Giam15, Hanoi, Vietnam	no specific feature found
File:Van Mieu-Quoc Tu Giam16.JPG	Van Mieu-Quoc Tu Giam16, Hanoi, Vietnam	no specific feature found
File:Con đường gốm sứ ven sông Hồng 021020091714-New.jpg	Con đường gốm sứ ven sông Hồng -New, Hanoi, Vietnam	no specific feature found
File:Logo Bệnh viện Chuyên khoa Nam học và Hiếm muộn Hà Nội.jpg	Logo Bệnh viện Chuyên khoa Nam học và Hiếm muộn Hà Nội	no specific feature found
File:Thuvien taquangbuu.jpg	Thuvien taquangbuu, Hanoi, Vietnam	no specific feature found
File:Ho Chi Minh’s used cars (39406707495).jpg	Ho Chi Minh’s used cars, Hanoi, Vietnam	no specific feature found
File:Bridge - Hanoi Botanical Garden - Hanoi, Vietnam - DSC03606.JPG	Bridge - Hanoi Botanical Garden - Hanoi, Vietnam - DSC03606	no specific feature found
File:Công viên Cầu Giấy 2.jpg	Công viên Cầu Giấy 2, Hanoi, Vietnam	'giay' is not in the hit's name 'Viện Hàn lâm Khoa học và Công nghệ Việt '
File:Công viên Cầu Giấy 3.jpg	Công viên Cầu Giấy 3, Hanoi, Vietnam	'giay' is not in the hit's name 'Tập đoàn Công nghiệp – Viễn thông Quân đ'
File:Công viên Cầu Giấy 4.jpg	Công viên Cầu Giấy 4, Hanoi, Vietnam	'giay' is not in the hit's name 'Tổng công ty Viễn thông MobiFone'
File:Panoramic view from center of Cầu Giấy Park 2.jpg	Panoramic view from center of Cầu Giấy Park 2, Hanoi, Vietnam	no specific feature found
File:Panoramic view from center of Cầu Giấy Park.jpg	Panoramic view from center of Cầu Giấy Park, Hanoi, Vietnam	no specific feature found
File:Panoramic view from center of Cầu Giấy Park 3.jpg	Panoramic view from center of Cầu Giấy Park 3, Hanoi, Vietnam	no specific feature found
File:Ngựa đen Phú Yên 7 (cropped).jpg	Ngựa đen Phú Yên 7 (cropped), Hanoi, Vietnam	no specific feature found
File:Ngựa đen Phú Yên 9 (cropped).jpg	Ngựa đen Phú Yên 9 (cropped), Hanoi, Vietnam	no specific feature found
File:Vượn đen má trắng Việt Nam ở Vườn thú Thủ Lệ (13).jpg	Vượn đen má trắng Việt Nam ở Vườn thú Thủ Lệ, Hanoi, Vietnam	no specific feature found
File:Vượn đen má trắng Việt Nam ở Vườn thú Thủ Lệ (14).jpg	Vượn đen má trắng Việt Nam ở Vườn thú Thủ Lệ, Hanoi, Vietnam	no specific feature found
File:Vượn đen má trắng Việt Nam ở Vườn thú Thủ Lệ (15).jpg	Vượn đen má trắng Việt Nam ở Vườn thú Thủ Lệ, Hanoi, Vietnam	no specific feature found
File:Sunday morning at Trung Yên Park 23-11-2025 E1.jpg	Sunday morning at Trung Yên Park 23-11- E1, Hanoi, Vietnam	no specific feature found
File:Sunday morning at Trung Yên Park 23-11-2025 E2.jpg	Sunday morning at Trung Yên Park 23-11- E2, Hanoi, Vietnam	no specific feature found
File:Knife-edge sunlight at Trung Yên Park 28-11-2025.jpg	Knife-edge sunlight at Trung Yên Park 28-11, Hanoi, Vietnam	no specific feature found
File:On the roads and street corners 30-11-2025. Trung Hòa Primary School and Trung Yên Park.jpg	On the roads and street corners 30-11- . Trung Hòa Primary School and Trung Yên Park, Hanoi, Vietnam	no specific feature found
File:On the roads and street corners 30-11-2025. Trung Yên Park E1.jpg	On the roads and street corners 30-11- . Trung Yên Park E1, Hanoi, Vietnam	no specific feature found
File:On the roads and street corners 30-11-2025. Trung Yên Park E2.jpg	On the roads and street corners 30-11- . Trung Yên Park E2, Hanoi, Vietnam	no specific feature found
File:Trung Hòa Primary School from Trung Yên Park 10-02-2026 E1.jpg	Trung Hòa Primary School from Trung Yên Park 10-02- E1, Hanoi, Vietnam	no specific feature found
File:Trung Hòa Primary School from Trung Yên Park 10-02-2026 E2.jpg	Trung Hòa Primary School from Trung Yên Park 10-02- E2, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E02.jpg	Twilight through Trung Yên Park 10-02- E02, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E01.jpg	Twilight through Trung Yên Park 10-02- E01, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E03.jpg	Twilight through Trung Yên Park 10-02- E03, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E04.jpg	Twilight through Trung Yên Park 10-02- E04, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E05.jpg	Twilight through Trung Yên Park 10-02- E05, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E06.jpg	Twilight through Trung Yên Park 10-02- E06, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E07.jpg	Twilight through Trung Yên Park 10-02- E07, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E08.jpg	Twilight through Trung Yên Park 10-02- E08, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E09.jpg	Twilight through Trung Yên Park 10-02- E09, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E10.jpg	Twilight through Trung Yên Park 10-02- E10, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E11.jpg	Twilight through Trung Yên Park 10-02- E11, Hanoi, Vietnam	no specific feature found
File:Twilight through Trung Yên Park 10-02-2026 E12.jpg	Twilight through Trung Yên Park 10-02- E12, Hanoi, Vietnam	no specific feature found
File:Walking in the sunset of Trung Yên Park 04-03-2026 E2.jpg	Walking in the sunset of Trung Yên Park 04-03- E2, Hanoi, Vietnam	no specific feature found
File:Walking in the sunset of Trung Yên Park 04-03-2026 E1.jpg	Walking in the sunset of Trung Yên Park 04-03- E1, Hanoi, Vietnam	no specific feature found
File:Walking in the sunset of Trung Yên Park 04-03-2026 E3.jpg	Walking in the sunset of Trung Yên Park 04-03- E3, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E01.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E01, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E02.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E02, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E03.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E03, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E05.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E05, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E04.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E04, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E06.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E06, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E07.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E07, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E08.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E08, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E09.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E09, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E10.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E10, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Vegetation E1.jpg	Evening strolls in Trung Yên Park 07-03- . Vegetation E1, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Vegetation E2.jpg	Evening strolls in Trung Yên Park 07-03- . Vegetation E2, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E11.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E11, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E12.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E12, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E13.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E13, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E14.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E14, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E15.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E15, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E16.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E16, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Vegetation E3.jpg	Evening strolls in Trung Yên Park 07-03- . Vegetation E3, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Vegetation E4.jpg	Evening strolls in Trung Yên Park 07-03- . Vegetation E4, Hanoi, Vietnam	no specific feature found
